album,artist,genre,id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
"Armada Deep House Selection, Vol. 1 (The Finest Deep House Tunes)",Tube & Berger,Gaming,5DFeRLry7H8tPW0pPyImxK,Come On Now (Set It Off),0.0805,0.789,185156,0.79,0.00012,10,0.0507,-6.984,0,0.035,121.994,4,0.626
Amazing,Suspect 44,Gaming,3aQeKHeZhDxPs5LzFZr16V,Amazing - Radio Edit,0.000251,0.654,201240,0.937,0.195,5,0.361,-2.748,0,0.0673,130.013,4,0.515
Stay The Night,Zedd,Gaming,2qq7sHFIexFKEvlNghevsj,Stay The Night - featuring Hayley Williams of Paramore,0.101,0.607,217080,0.74,0,8,0.0924,-3.116,1,0.0387,127.955,4,0.474
Youth (The Remixes),Foxes,Gaming,4dQOR8mMWcrbF0xRRnW5Y6,Youth - Adventure Club Remix,0.00747,0.53,239227,0.55,0.000492,0,0.0898,-6.631,0,0.0457,139.98,4,0.208
Falling Down feat. Kenzie May,Sub Focus,Gaming,2rL8WU7JSirWepIwRTErKV,Falling Down - xKore Remix,0.00084,0.564,292768,0.812,0.00333,1,0.258,-6.975,1,0.0518,174.926,4,0.115
Ten Feet Tall,Afrojack,Gaming,64eMQ7f31JSd8b9H6HUvvN,Ten Feet Tall,0.0337,0.523,233353,0.862,0,0,0.14,-3.451,1,0.0658,126.984,4,0.353
What If I Go?,Mura Masa,Gaming,4DmjHCRymTq4eCUkWAUGZs,What If I Go? - Single Version,0.354,0.737,200550,0.616,0,7,0.307,-7.314,1,0.312,100.459,4,0.88
Oh Wonder,Oh Wonder,Gaming,3XrAY4qMWGW8KHjPusT6d0,Technicolour Beat,0.639,0.533,180120,0.362,5.59E-05,5,0.0855,-10.409,0,0.0321,65.035,4,0.0739
Potential,The Range,Gaming,3hGue2aulR4wFnkdaYI4I9,Copper Wire,0.137,0.517,225240,0.664,0.0688,8,0.162,-6.95,1,0.0435,159.949,4,0.236
Say It,Flume,Gaming,3tW6NhWt9RgFpZxJBWYA3U,Say It,0.0693,0.599,262521,0.533,3.26E-06,3,0.0616,-6.828,0,0.0311,75.373,4,0.262
Do You Remember (Remixes),Jarryd James,Gaming,691p9DlCLT22sQSKFhPHBB,Do You Remember - SMLE Remix,0.407,0.566,240173,0.425,0.00012,1,0.128,-10.437,0,0.135,143.941,4,0.0619
BUS RIDE,KAYTRANADA,Gaming,2juAtFrhusbIAUWrYwPsfk,BUS RIDE,0.0101,0.657,133347,0.438,0.934,9,0.112,-8.587,1,0.0483,82.075,4,0.688
Good to Love,FKA twigs,Gaming,4zTHYH48021nSS4boLgVUG,Good to Love,0.77,0.441,251211,0.424,3.92E-06,5,0.104,-7.218,1,0.0366,120.744,5,0.502
Baby,Anna Of The North,Gaming,0KSbSL7pzXNN1z3jsVoLqQ,Baby,0.675,0.522,205417,0.4,0.0119,11,0.134,-9.55,0,0.0411,139.803,4,0.223
"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) [Skrillex Remix]",Hundred Waters,Gaming,5PnBpKOVvQxeFvXVNYSoxs,"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix",0.08,0.418,241846,0.794,0,11,0.329,-4.973,1,0.0816,129.434,4,0.178
Someone That Loves You,HONNE,Gaming,4eQ8RVou7nLwXpSQcya6bl,Someone That Loves You,0.0416,0.531,244959,0.728,7.19E-06,6,0.135,-4.985,0,0.063,104.978,4,0.418
The Colour In Anything,James Blake,Gaming,1ZwJe0D07Ld49GtSj9rI4P,Radio Silence,0.779,0.547,240537,0.413,0.0171,2,0.11,-9.612,1,0.0326,120.084,4,0.389
Temptation,Bondax,Gaming,4sBDoiCXnLwzYldKouydCw,Temptation,0.506,0.592,223227,0.705,0,5,0.925,-6.146,0,0.0457,75.005,4,0.666
Fool For You,Kilter,Gaming,12CH5OfIKjrH6NxRBD08lv,Fool For You,0.0566,0.562,224000,0.685,8.65E-06,7,0.107,-6.873,1,0.0717,84.023,4,0.339
Survival,Kids At Midnight,Gaming,3mKaObib3KCgRB2EfB51gy,Survival,0.729,0.567,315053,0.471,0.415,7,0.115,-11.219,1,0.0608,107.877,4,0.0767
Caffeine (Feat. Maribelle),MayaVanya,Gaming,4PVWk60JKDYLsvZt3fdmmX,Caffeine (Feat. Maribelle),0.0595,0.795,209757,0.536,8.65E-05,8,0.226,-7.753,1,0.0699,142.035,4,0.34
Petals,Bibio,Gaming,4dzp8GRpioWBDVABY2JI42,Petals,0.887,0.315,156000,0.345,0.00611,5,0.109,-8.273,1,0.0328,76.28,4,0.196
Calcifer,Yoste,Gaming,21H81XvhyBwL0QbdCiVLdT,Calcifer,0.781,0.459,187826,0.589,0.127,3,0.108,-7.093,1,0.0491,115.067,4,0.221
Paper Thin,Astrid S,Gaming,2oeqcDysCe4XrrDASNHnWF,Paper Thin,0.139,0.395,203616,0.535,0.000272,1,0.0967,-6.864,1,0.0607,170.639,4,0.074
"Listen to Soul, Listen to Blues",SAFIA,Gaming,2nwOFUfadMDK4H8kuBYdpa,"Listen to Soul, Listen to Blues",0.501,0.594,231208,0.672,0.497,6,0.0906,-8.669,0,0.0507,89.972,4,0.161
Currents,Tame Impala,Gaming,5LraK2D6KZTbSxT7npbbU9,"New Person, Same Old Mistakes",0.254,0.471,363239,0.821,0.00306,8,0.0517,-6.747,1,0.049,151.707,4,0.523
Pool,Porches,Gaming,47RDzk3uT014BXqc4oevq5,Underwater,0.697,0.521,240813,0.519,0.000777,2,0.0633,-7.757,0,0.0857,84.812,4,0.253
Numb,Lupa J,Gaming,2iGwKbckkvl4bK1GtVTydS,Numb,0.426,0.591,222488,0.633,0.0217,4,0.0833,-6.475,0,0.0408,88.976,3,0.0752
Under The Sun,Mark Pritchard,Gaming,5gEzjKLS1ggO5cULx3eK87,Beautiful People,0.855,0.472,362051,0.304,0.903,2,0.0993,-19.755,0,0.0323,183.892,4,0.317
Dawn,RY X,Gaming,7LBPO7pdblwRiYgqehCeZC,Berlin,0.962,0.398,174172,0.0662,0.186,7,0.107,-20.412,1,0.0388,136.92,4,0.0391
U,Tourist,Gaming,5rUtrdrjMMy0dxHHKDoYTl,Wait,0.0463,0.675,302613,0.384,0.342,5,0.112,-13.011,1,0.0483,134.983,4,0.0399
Hard To Read,Day Wave,Gaming,3AGHqBmnlCYgPeqOLsyjAN,Gone,0.504,0.537,221975,0.802,0.106,3,0.15,-7.908,1,0.03,144.976,4,0.537
Eclipse,Twin Shadow,Gaming,6Q0sIVNABsi4uPZ1tXCyE5,Turn Me Up,0.058,0.649,201347,0.602,0.000976,8,0.182,-7.241,0,0.106,77.052,4,0.508
Barricade (Matter of Fact),Yumi Zouma,Gaming,2cWjh99QZ3Jmy4MxE44miW,Barricade (Matter of Fact),0.481,0.681,183538,0.33,0.349,11,0.103,-13.747,1,0.0801,180.026,4,0.858
Best on (feat. Tei Shi),Luca,Gaming,4iOPNrmd1NxKNfbjmvGl2C,Best on (feat. Tei Shi),0.888,0.839,165698,0.0664,0.799,0,0.11,-14.52,1,0.315,76.033,4,0.418
Ology,Gallant,Gaming,3Dp5SHGbRIqjGGI3cPdESA,Bourbon,0.0186,0.515,279360,0.664,0,0,0.106,-7.032,1,0.0647,153.896,4,0.501
Begin,LION BABE,Gaming,4fGKJpIktt5OxOwK5oB2or,Jump Hi,0.000226,0.553,178560,0.811,0.000145,10,0.0914,-5.356,0,0.0864,93.028,4,0.575
Sticks And Horses,George Maple,Gaming,1mz5y2UTHXjsbhB0T5SkOh,Sticks And Horses,0.0529,0.711,199988,0.889,0.000519,10,0.0902,-4.235,0,0.0868,147.062,4,0.729
99 Cents,Santigold,Gaming,3WNPxfg93UKn1S8HxISgBT,Walking In A Circle,0.438,0.654,236267,0.455,3.74E-06,8,0.0878,-9.714,1,0.0378,112.993,4,0.16
Fool to Love,NAO,Gaming,5D6nPbRJPFrIVDnxoWKEyI,Fool to Love,0.256,0.576,206107,0.562,0,11,0.0773,-6.608,0,0.251,94.384,4,0.79
Glass Balloon,Twin Caverns,Gaming,3n7zZXCuHyeghHCnkfa9Is,Pyramid,0.274,0.658,255368,0.508,0.0157,9,0.0858,-7.651,1,0.0665,139.974,4,0.472
Phase (Deluxe),Jack Garratt,Gaming,6vRp1EGkh1SE7uGNhbqVjT,Surprise Yourself,0.25,0.425,260867,0.435,0.00136,8,0.138,-12.093,1,0.0751,158.473,3,0.0877
The Survivors - EP,Kids At Midnight,Gaming,1D0omInTKGghYAgTCJ9kVI,Survival,0.729,0.567,315053,0.471,0.415,7,0.115,-11.219,1,0.0608,107.877,4,0.0767
Didn't I,HONNE,Gaming,4fkYwMu6FdpzTbGXnEUkeG,Didn't I,0.03,0.59,205224,0.525,0.00167,2,0.237,-7.004,0,0.0327,76.507,4,0.436
One in a Million,Midnight To Monaco,Gaming,6LzibnlpfM2iZSAfx8X5GZ,One in a Million,0.447,0.51,234703,0.499,0,10,0.0618,-9.115,0,0.0339,77.986,4,0.437
Frequencies,JAERA,Gaming,3eFQBRRILbmD7idR9f2RhY,Frequencies,0.00469,0.437,217500,0.668,0.000145,7,0.252,-7.806,0,0.0599,132.977,5,0.408
Elle,RYAN Playground,Gaming,3Biq6D20gB25YBpmZM6NxB,Folders,0.283,0.359,192968,0.545,0.00053,3,0.11,-8.259,0,0.08,74.245,4,0.142
Vallis Alps,Vallis Alps,Gaming,3u4rIcRR7gSoJdkJIx9zpu,Young,0.72,0.584,324123,0.384,0.288,3,0.0964,-12.144,0,0.0675,93.981,4,0.184
EP 1,Miloux,Gaming,3NNC4kldqk7hA1gl2y9XfG,Pocket,0.425,0.603,332452,0.39,0.296,9,0.0846,-9.617,1,0.031,140.045,4,0.166
Occlude,Nearly Oratorio,Gaming,42MGuCXou72IOE8KbJyKba,Occlude,0.972,0.531,301000,0.38,0.894,0,0.121,-11.699,0,0.0386,176.083,4,0.308
Loaded,Just A Gent,Gaming,48y6YeQwdfg9Q97w1wKJOe,Loaded,0.0137,0.71,208077,0.729,0.000384,11,0.316,-6.28,0,0.0608,129.947,4,0.167
3,Willow,Gaming,5SZc01rqjwsKhJJthoyNg1,9,0.215,0.58,253800,0.495,0.00019,1,0.11,-8.818,1,0.141,76.934,4,0.173
Love Again,Ta-ku,Gaming,2yRoS4v5wvNAjbQNTtfZWL,Love Again,0.063,0.513,316339,0.327,0.000253,0,0.117,-8.798,0,0.0346,78.412,4,0.146
Rogue Waves,Miguel,Gaming,3lB0GMiI5KxDbTOG8V3bOx,waves - Tame Impala Remix,0.308,0.529,253347,0.894,5.38E-06,2,0.254,-3.599,1,0.0412,108.024,4,0.543
Retrograde,Feki,Gaming,6ZOnsV5wunu6otLbgVvBkJ,Retrograde,0.758,0.578,219871,0.299,5.04E-05,7,0.0715,-8.658,0,0.0268,77.545,4,0.0623
Give It All,Foals,Gaming,2Ffj2MsZKnZNuD0sas084q,Give It All - Bondax Remix,0.0283,0.788,264425,0.627,0.00785,4,0.112,-7.114,0,0.0556,118.006,4,0.447
Roll Up Your Sleeves,Meg Mac,Gaming,7lniO0YPPSBlpC9cLP1KuG,Roll Up Your Sleeves,0.426,0.597,185059,0.526,0.0393,7,0.116,-6.825,1,0.0286,79.015,4,0.396
The Song They Play Every Night,Little Green Cars,Gaming,64nkD6rVwkhxUwTsYh897Q,The Song They Play Every Night,0.408,0.512,224960,0.563,0.0262,4,0.153,-11.8,0,0.0309,79.888,4,0.636
Lockjaw,Flume,Gaming,64b00590trgiAQh18OoZe9,What About Us,0.0467,0.63,307566,0.699,0.159,4,0.0688,-8.042,0,0.146,79.981,4,0.388
Wait & See,Majical Cloudz,Gaming,6y4ixFi1BUO96CsKf7VKfE,Heaven,0.142,0.356,281909,0.564,0.115,8,0.111,-6.767,1,0.0336,95.402,4,0.169
The Overman,Lucianblomkamp,Gaming,28iOTwcbAzUI0Pzs8Sflm2,The Overman,0.0408,0.491,306920,0.538,0.0106,7,0.236,-7.876,0,0.0475,79.986,4,0.0863
You Never Show Your Love,Jessy Lanza,Gaming,44mJCZNSG0dLPKHXDekPLC,You Never Show Your Love,0.00286,0.612,225627,0.501,0.000455,10,0.204,-11.436,0,0.0451,80.068,4,0.137
No Ordinary Man,Salt Cathedral,Gaming,6hWjywqSn9XFl4RrfoJ6P4,No Ordinary Man,0.263,0.576,251359,0.436,3.42E-05,1,0.142,-8.558,1,0.0292,79.966,4,0.176
Raspberry,Saje,Gaming,4e6QAT8kC0lILyA8dTLSvg,Raspberry,0.0156,0.76,183153,0.623,0.865,5,0.373,-8.606,1,0.0481,115.007,4,0.152
Kitsuné Hot Stream: Giving into You (feat. Ashibah) - Single,Akouo,Gaming,4pUSrllWM55b7jeakYWZkv,Giving into You (feat. Ashibah),0.02,0.681,201607,0.592,0.00149,4,0.15,-7.714,0,0.242,100.085,4,0.345
The Beyond / Where the Giants Roam,Thundercat,Gaming,6kB0ShzKhQumI8OZgdsBfz,Them Changes,0.527,0.788,187210,0.577,0.00131,10,0.116,-8.379,0,0.0592,81.68,4,0.733
Souled Out,Jhene Aiko,Gaming,7zDXzvFE83cJWc1e0cadFK,Spotless Mind,0.199,0.409,268973,0.466,0.0922,9,0.179,-8.842,1,0.0343,81.691,4,0.33
Devotion,Jessie Ware,Gaming,2QPuWjnOa6N5p8fGn3iGly,Wildest Moments,0.227,0.564,222067,0.775,0.131,2,0.421,-6.777,1,0.0486,83.034,4,0.456
Fences,Isabel,Gaming,7GlVK1IyTEDpCVEQhCi09y,Fences,0.421,0.727,204578,0.283,0.00499,2,0.0962,-6.593,0,0.0369,83.023,4,0.0943
Japanese Wallpaper,Japanese Wallpaper,Gaming,7CINZ6GYxDb7eMnl2LRRj7,Waves,0.784,0.178,233966,0.407,0.203,5,0.126,-10.774,1,0.0323,84.116,3,0.0634
Human (Marian Hill Remix),Aquilo,Gaming,5pbbFhvorCVIdNgkfu1Sq2,Human - Marian Hill Remix,0.637,0.473,176741,0.357,0.00701,11,0.207,-8.409,0,0.0374,84.266,4,0.207
Black Dignity,Sampa the Great,Gaming,79VmGjJ7ukhNRn24I3wnEt,Black Dignity,0.616,0.459,197139,0.424,0.00957,11,0.151,-9.609,0,0.533,35.868,4,0.641
Overgrown,James Blake,Gaming,03CLsFk6JSz301bKuukPSD,Retrograde,0.869,0.324,223600,0.256,0.078,7,0.134,-11.229,0,0.042,77.906,4,0.182
Solitude,M83,Gaming,51sAhdP5KxiWq01lasQfKd,Solitude,0.0721,0.352,363573,0.306,0.494,0,0.122,-7.872,0,0.0343,122.014,4,0.0861
Indian Summer,Jai Wolf,Gaming,42nkVBjWYVhiijbof5zySm,Indian Summer,0.0246,0.507,248471,0.824,0.0451,6,0.0848,-2.501,1,0.0526,84.992,4,0.0394
Flume,Flume,Gaming,59ABFD76Va5PE55TbkQPdc,Left Alone,0.0893,0.494,209703,0.615,0,4,0.0898,-5.718,0,0.0259,84.952,4,0.229
Down,Marian Hill,Gaming,3E1DMM5J1PZxagCy6LoIpO,Down,0.634,0.635,197787,0.351,0.00407,3,0.125,-14.732,1,0.258,84.971,4,0.0509
Give Me Something,Jarryd James,Gaming,6uE4CankW8KhGCWIgPKJVC,Give Me Something,0.198,0.581,191119,0.659,0,1,0.0966,-7.109,1,0.0437,85.988,4,0.897
Is the Is Are,DIIV,Gaming,2K0HAp3di1AvmIjYYdPk4J,Bent (Roi's Song),0.00342,0.558,340366,0.855,0.934,2,0.175,-5.243,1,0.0343,130.01,4,0.574
Say My Name (Remixes Pt. 1),Peking Duk,Gaming,4sIKMgAHJz8n0lVrPrCrxu,Say My Name - Camikaze Remix,0.0647,0.539,272421,0.642,0.000151,4,0.18,-5.089,1,0.0323,86.823,4,0.179
Fall Into The Light,Fink,Gaming,2f5tk8SMVn5T6S3hVtrqw1,Fall Into The Light,0.843,0.36,298670,0.515,0.24,11,0.131,-15.086,0,0.0308,87.685,3,0.378
FOVERE,TOKiMONSTA,Gaming,2VFCCznDBqo2vSDwUItf8g,Giving Up (feat. Jonny Pierce),0.253,0.539,228148,0.842,3.22E-06,1,0.139,-5.413,1,0.0432,161.933,4,0.251
Some Minds,Flume,Gaming,7hHYJ3eCrQW15yj9ghcNzO,Some Minds,0.316,0.263,263765,0.555,5.78E-05,4,0.128,-6.884,0,0.0446,79.783,4,0.191
Oh Wonder,Oh Wonder,Gaming,2QgNcjwEn0vGmTommfszQd,Lose It,0.739,0.433,229935,0.336,4.88E-06,2,0.318,-9.345,0,0.0433,87.554,4,0.157
Smoke Signals,Olympia,Gaming,6IBJtz04i4oJajjtWo3c9P,Smoke Signals,0.0324,0.537,241794,0.765,3.25E-05,11,0.111,-1.245,0,0.0287,120.063,4,0.221
Wasted On You,Louis Futon,Gaming,2Oc1wWGAIkU5wPzL5yyBvN,Wasted On You,0.185,0.662,224120,0.848,0.00572,4,0.132,-4.304,0,0.261,88.999,4,0.575
Courtesy Of,Running Touch,Gaming,0usWSaU7WTulDZI2pnCwT8,Courtesy Of,0.000539,0.706,325407,0.89,0.0121,9,0.088,-4.832,0,0.0719,89.989,4,0.0778
Touch,Shura,Gaming,6S00LsQDmqMtyVy1HzROR7,Touch,0.591,0.7,215760,0.78,4.68E-05,9,0.224,-7.598,0,0.151,89.991,4,0.466
Make Them Wheels Roll,SAFIA,Gaming,3ymIvH70wEVh05CeI6rOro,Make Them Wheels Roll,0.378,0.729,245666,0.66,0.167,7,0.118,-5.53,0,0.0356,95.029,4,0.458
Faded,Alan Walker,Gaming,1brwdYwjltrJo7WHpIvbYt,Faded,0.0291,0.589,212627,0.651,3.20E-06,6,0.111,-5.097,1,0.0306,90.011,4,0.166
Renaissance,Steve James,Gaming,0Roe4YACTCqSWfI3PEuM9l,Renaissance,0.192,0.455,177991,0.654,0.000182,1,0.0388,-7.594,1,0.0496,89.739,4,0.469
Groove Curse,Jordan Rakei,Gaming,4EmrbKpQotKGCH0IWCnAOP,Add the Bassline,0.182,0.753,158145,0.352,0.000102,8,0.12,-9.566,0,0.173,89.968,4,0.53
Get Good (Infinitefreefall Remix),St. South,Gaming,5f51eKOzliTl6wBgBPHzor,Get Good (Infinitefreefall Remix),0.252,0.665,286154,0.77,0.223,11,0.39,-5.286,1,0.0329,90.978,4,0.389
Do You Think About Me? (feat. Mtns),Golden Vessel,Gaming,5i06MU72GmllAwQd0mTG4M,Do You Think About Me?,0.594,0.721,200601,0.52,0.00519,9,0.0791,-7.646,1,0.0408,91.017,4,0.312
Blue Lights,Jorja Smith,Gaming,2h1htUS8h2oYq63385ZApR,Blue Lights,0.682,0.584,250545,0.646,0,7,0.106,-5.465,1,0.209,91.737,4,0.317
EP,Yumi Zouma,Gaming,2Ti4s01vnOpkOsApYcE3Ia,The Brae,0.824,0.657,255988,0.442,0.112,6,0.117,-13.253,0,0.0365,139.996,4,0.423
About Us,JOY.,Gaming,5Wl8UAI4a5FH8wmvGtaCtm,About Us,0.343,0.527,201211,0.592,0.000471,9,0.317,-8.444,1,0.0503,92.024,4,0.268
No Less,SG Lewis,Gaming,3Np3DKcOQuraKONOVVMxGJ,No Less,0.237,0.557,243710,0.275,2.67E-06,11,0.636,-13.659,0,0.111,92.147,4,0.197
"i hate u, i love u (feat. olivia o'brien)",gnash,Gaming,6OsEQa0fSWbsqbrF0aQip4,"i hate u, i love u (feat. olivia o'brien)",0.727,0.5,226558,0.268,0,6,0.104,-13.59,0,0.235,92.056,4,0.187
All Night,SG Lewis,Gaming,6CTYsei8EUdOwtV2443BqZ,All Night,0.658,0.694,185806,0.405,0,11,0.193,-9.81,0,0.204,93.119,4,0.581
Green & Gold (Donnie Trumpet & Nate Fox Remix),Lianne La Havas,Gaming,0RWJoWqi16l3qNOjNwOSvg,Green & Gold - Donnie Trumpet & Nate Fox Remix,0.141,0.415,231702,0.638,5.74E-05,4,0.155,-7.017,0,0.197,94.236,4,0.339
Realise,Carmada,Gaming,02kdNcUqZRgXwQiYr92gZW,On Fire,0.0302,0.486,230507,0.744,6.68E-05,7,0.0914,-6.082,0,0.356,94.965,4,0.402
WILD,Troye Sivan,Gaming,27Fqtq5RcadDgfkumDeNpy,EASE,0.0663,0.624,213706,0.723,0,0,0.134,-6.503,1,0.0504,95.01,4,0.487
Sin EP,ATTLAS,Gaming,3F95GrnJmIZlCUHwOVdBD6,Parallel Lines,0.672,0.573,241006,0.664,0.0203,2,0.115,-7.561,1,0.0465,95.003,4,0.156
Quiet Achiever,Yeo,Gaming,4TZkmhxnQGe1QSluS5ro3o,Quiet Achiever,0.105,0.49,214347,0.605,0.00275,1,0.391,-8.595,1,0.176,94.914,4,0.358
Sorry,Liss,Gaming,7Ktqc23lSNLdOoJ6Kx77zU,Sorry,0.16,0.645,234318,0.572,1.14E-05,0,0.349,-4.74,1,0.0393,76.759,3,0.33
808s & Heartbreak,Kanye West,Gaming,4EWCNWgDS8707fNSZ1oaA5,Heartless,0.0401,0.789,211000,0.65,0,10,0.249,-6.16,0,0.121,87.983,4,0.617
Graduation,Kanye West,Gaming,6C7RJEIUDqKkJRZVWdkfkH,Stronger,0.00728,0.625,311867,0.726,0,10,0.318,-7.731,0,0.155,103.98,4,0.483
My Beautiful Dark Twisted Fantasy,Kanye West,Gaming,2gZUPNdnz5Y45eiGxpHGSc,POWER,0.0178,0.538,292093,0.912,0,0,0.689,-4.684,0,0.129,154.042,4,0.588
The Boombastic Collection - Best of Shaggy,Shaggy,Gaming,0OaunKfsxkgBvPv68jBbmm,It Wasn't Me,0.0618,0.849,227547,0.619,0,0,0.353,-4.774,1,0.0695,94.762,4,0.656
Bills,LunchMoney Lewis,Gaming,7rlCeTnjn0plPZkVAcctPZ,Bills,0.274,0.699,204600,0.747,0,5,0.486,-3.453,1,0.0964,126.001,4,0.683
The Motto (Explicit Version),Drake,Gaming,49ySwzAyvxcNXOkOP6ZB1L,The Motto,0.000146,0.774,181400,0.431,1.99E-05,1,0.112,-8.407,1,0.346,201.843,4,0.353
Fake Love,Drake,Gaming,6NMNgWgEAzde5M8U3lc6FN,Fake Love,0.182,0.924,207813,0.543,0,9,0.103,-7.474,0,0.298,133.907,4,0.736
Views,Drake,Gaming,5mPSyjLatqB00IkPqRlbTE,Pop Style,0.187,0.718,212947,0.458,3.43E-06,4,0.105,-10.024,0,0.117,132.998,4,0.0514
SremmLife 2 (Deluxe),Rae Sremmurd,Gaming,6mapJIPnQ23RTAevUoE0DL,Swang,0.215,0.678,208120,0.317,4.31E-05,8,0.101,-9.427,1,0.0583,140.009,4,0.16
Coloring Book,Chance The Rapper,Gaming,3ZLyt2ndLFBh148XRYjYYZ,All We Got (feat. Kanye West & Chicago Children's Choir),0.308,0.531,203794,0.544,1.89E-06,0,0.0835,-8.615,0,0.462,131.921,4,0.398
Forever,Chris Brown,Gaming,7tAXHZdp9UpcYrHn7MZqfo,Forever,0.0371,0.672,278036,0.819,0.000184,11,0.203,-4.457,1,0.0463,120.013,4,0.446
Tangled Up,Thomas Rhett,Gaming,1zWZvrk13cL8Sl3VLeG57F,T-Shirt,0.0318,0.647,227693,0.857,0,2,0.0212,-5.381,1,0.0397,95.996,4,0.771
Fresh Eyes,Andy Grammer,Gaming,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,0.562,0.822,198001,0.544,2.40E-05,0,0.144,-6.797,1,0.0332,122.047,4,0.861
Islah (Deluxe),Kevin Gates,Gaming,0wdKiSBUT7aZkXUIdJWcwC,2 Phones,0.157,0.895,240000,0.681,0,7,0.189,-5.267,0,0.358,121.918,4,0.554
The Hits Collection Volume One (Deluxe),JAY Z,Gaming,3xkxcbnc7G3XYuZt6eUnI5,Empire State Of Mind,0.0331,0.487,277107,0.959,0,11,0.392,-1.56,1,0.403,173.467,4,0.829
So Far Gone,Drake,Gaming,3fyMH1t6UPeR5croea9PrR,Best I Ever Had,0.219,0.427,257760,0.861,0,1,0.277,-4.874,1,0.376,161.776,4,0.581
1000 Forms Of Fear,Sia,Gaming,4VrWlk8IQxevMvERoX08iC,Chandelier,0.0197,0.399,216120,0.787,6.07E-05,1,0.0685,-2.88,1,0.0499,117.089,5,0.572
Say It,Tory Lanez,Gaming,610BVUQMZpmt3eROWX9ZC1,Say It,0.0874,0.558,236893,0.521,2.99E-06,11,0.21,-10.125,0,0.0551,107.299,4,0.287
Animal,Kesha,Gaming,7jmqSz6yTrGWI1kNqNYI28,Blah Blah Blah,0.0833,0.752,172053,0.832,0.000265,10,0.424,-3.243,1,0.0971,120.003,4,0.534
iSouljaBoyTellem,Soulja Boy,Gaming,2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,0.0175,0.761,193387,0.724,0,7,0.116,-3.818,1,0.111,149.936,4,0.815
One Dance/Hasta El Amanecer (Mashup),Alex Aiono,Gaming,6WS2Wb3H4gXTvJ0ntagxqu,One Dance/Hasta El Amanecer - Mashup,0.0649,0.881,155560,0.538,0,6,0.0997,-8.054,0,0.0881,104.993,4,0.881
The Pinkprint (Deluxe),Nicki Minaj,Gaming,4MRT0dDbhqFKl67WzhUbSw,Only,0.409,0.67,312027,0.485,0,8,0.0973,-7.272,0,0.737,119.886,4,0.242
Broccoli,DRAM,Gaming,0qy5D3OJre7SPJNMOL9I71,Broccoli,0.236,0.886,225205,0.525,0,8,0.057,-7.39,1,0.132,145.99,4,0.708
Tha Smokin' Nephew,Baby Bash,Gaming,6Nq5lE0CeOAAAqN4qhkbZU,Suga Suga,0.657,0.701,239027,0.75,3.13E-06,5,0.0845,-3.191,0,0.274,82.531,4,0.515
Hot Shot,Shaggy,Gaming,4GFJRLgxy4chyfWqfPTJaI,It Wasn't Me,0.0566,0.849,227600,0.613,0,0,0.335,-4.796,1,0.0715,94.75,4,0.673
We Are Young Money,Young Money,Gaming,3iL2l5gUqyPS6vDwJFgJTR,BedRock,0.109,0.732,288133,0.659,0,8,0.141,-6.089,1,0.225,148.001,4,0.575
Vanilla Ice Is Back! - Hip Hop Classics,Vanilla Ice,Gaming,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,0.0023,0.978,254467,0.787,4.60E-06,2,0.102,-2.79,1,0.0394,116.006,4,0.597
Woah,Round2Crew,Gaming,2NL6VOXd7ngObm99LUZk2I,Booty Had Me Like (Woah),0.116,0.875,183380,0.633,0,7,0.217,-8.332,1,0.116,99.063,4,0.815
The Essential R. Kelly,R. Kelly,Gaming,3zSCNTXI7Ed0PiidZVmzIe,Ignition (Remix),0.0549,0.778,186040,0.549,0,1,0.0724,-6.144,1,0.0473,133.041,4,0.802
The Marshall Mathers LP,Eminem,Gaming,5H3B1WtZYGmyOYOXgQltKU,Under The Influence,0.0183,0.919,321667,0.761,0,6,0.131,-4.593,1,0.285,97.008,4,0.706
The Essential Journey,Journey,Gaming,77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',0.25,0.491,248907,0.802,0,4,0.387,-7.106,1,0.0392,119.25,4,0.472
ACT ONE,Marian Hill,Gaming,5eCkuGPZNl4mISFNPgr3Dd,Down,0.644,0.597,197773,0.357,0.00393,3,0.125,-14.718,1,0.259,84.864,4,0.059
What A Time To Be Alive,Drake,Gaming,27GmP9AWRs744SzKcpJsTZ,Jumpman,0.0565,0.853,205879,0.547,0,1,0.341,-7.535,1,0.194,142.065,4,0.676
24K Magic,Bruno Mars,Gaming,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,0.013,0.853,206693,0.56,0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86
SremmLife,Rae Sremmurd,Gaming,4jTiyLlOJVJj3mCr7yfPQD,This Could Be Us,0.275,0.718,206307,0.692,0,5,0.118,-5.06,0,0.148,142.992,4,0.721
